# T < 10 MeV is a common calculation; we use data from http://www.laine.itp.unibe.ch/eos15/
# Data for 10 MeV <= T <= 100 GeV is from arXiv:1606.07494
# Data for T >= 125 GeV is from arXiv:1503.04935 (http://www.laine.itp.unibe.ch/eos15/)
# -----------------------
# log10(T/MeV) g_* g_*s
-1.6432 3.3709 3.9177
-1.6388 3.3709 3.9177
-1.6344 3.3709 3.9177
-1.6300 3.3709 3.9177
-1.6256 3.3709 3.9177
-1.6212 3.3709 3.9177
-1.6168 3.3709 3.9178
-1.6124 3.3709 3.9178
-1.6080 3.3709 3.9178
-1.6036 3.3709 3.9178
-1.5992 3.3709 3.9178
-1.5948 3.3709 3.9178
-1.5904 3.3709 3.9178
-1.5860 3.3709 3.9178
-1.5815 3.3709 3.9178
-1.5771 3.3709 3.9178
-1.5727 3.3709 3.9178
-1.5683 3.3709 3.9178
-1.5639 3.3709 3.9178
-1.5595 3.3709 3.9178
-1.5551 3.3709 3.9178
-1.5507 3.3709 3.9178
-1.5463 3.3709 3.9178
-1.5419 3.3709 3.9178
-1.5375 3.3709 3.9178
-1.5331 3.3709 3.9178
-1.5287 3.3709 3.9178
-1.5243 3.3709 3.9178
-1.5199 3.3709 3.9178
-1.5155 3.3709 3.9178
-1.5111 3.3709 3.9178
-1.5067 3.3709 3.9178
-1.5023 3.3709 3.9178
-1.4979 3.3709 3.9178
-1.4935 3.3709 3.9178
-1.4890 3.3710 3.9178
-1.4846 3.3710 3.9178
-1.4802 3.3710 3.9179
-1.4758 3.3710 3.9179
-1.4714 3.3711 3.9179
-1.4670 3.3711 3.9180
-1.4626 3.3712 3.9180
-1.4582 3.3713 3.9181
-1.4538 3.3714 3.9182
-1.4494 3.3715 3.9183
-1.4450 3.3716 3.9184
-1.4406 3.3717 3.9185
-1.4362 3.3718 3.9186
-1.4318 3.3720 3.9187
-1.4274 3.3721 3.9189
-1.4230 3.3723 3.9190
-1.4186 3.3725 3.9192
-1.4142 3.3727 3.9194
-1.4098 3.3730 3.9196
-1.4054 3.3732 3.9199
-1.4010 3.3735 3.9201
-1.3965 3.3738 3.9204
-1.3921 3.3741 3.9207
-1.3877 3.3745 3.9210
-1.3833 3.3749 3.9213
-1.3789 3.3753 3.9217
-1.3745 3.3757 3.9221
-1.3701 3.3762 3.9226
-1.3657 3.3768 3.9231
-1.3613 3.3774 3.9236
-1.3569 3.3780 3.9242
-1.3525 3.3788 3.9249
-1.3481 3.3796 3.9256
-1.3437 3.3804 3.9264
-1.3393 3.3814 3.9273
-1.3349 3.3824 3.9282
-1.3305 3.3835 3.9293
-1.3261 3.3847 3.9304
-1.3217 3.3860 3.9316
-1.3173 3.3874 3.9328
-1.3129 3.3889 3.9342
-1.3085 3.3906 3.9357
-1.3040 3.3923 3.9373
-1.2996 3.3941 3.9390
-1.2952 3.3961 3.9408
-1.2908 3.3982 3.9427
-1.2864 3.4004 3.9448
-1.2820 3.4028 3.9470
-1.2776 3.4054 3.9493
-1.2732 3.4081 3.9518
-1.2688 3.4110 3.9545
-1.2644 3.4141 3.9573
-1.2600 3.4174 3.9603
-1.2556 3.4209 3.9636
-1.2512 3.4246 3.9670
-1.2468 3.4285 3.9706
-1.2424 3.4327 3.9745
-1.2380 3.4371 3.9785
-1.2336 3.4418 3.9829
-1.2292 3.4467 3.9874
-1.2248 3.4520 3.9922
-1.2204 3.4574 3.9973
-1.2160 3.4632 4.0026
-1.2115 3.4693 4.0083
-1.2071 3.4757 4.0142
-1.2027 3.4824 4.0204
-1.1983 3.4895 4.0269
-1.1939 3.4969 4.0338
-1.1895 3.5047 4.0410
-1.1851 3.5128 4.0485
-1.1807 3.5213 4.0564
-1.1763 3.5302 4.0646
-1.1719 3.5395 4.0733
-1.1675 3.5492 4.0823
-1.1631 3.5594 4.0917
-1.1587 3.5700 4.1015
-1.1543 3.5810 4.1117
-1.1499 3.5925 4.1224
-1.1455 3.6044 4.1335
-1.1411 3.6169 4.1450
-1.1367 3.6298 4.1570
-1.1323 3.6432 4.1695
-1.1279 3.6571 4.1824
-1.1235 3.6715 4.1958
-1.1190 3.6865 4.2097
-1.1146 3.7019 4.2240
-1.1102 3.7179 4.2389
-1.1058 3.7345 4.2543
-1.1014 3.7516 4.2702
-1.0970 3.7693 4.2867
-1.0926 3.7875 4.3036
-1.0882 3.8064 4.3211
-1.0838 3.8258 4.3392
-1.0794 3.8458 4.3578
-1.0750 3.8664 4.3769
-1.0706 3.8876 4.3966
-1.0662 3.9094 4.4169
-1.0618 3.9318 4.4377
-1.0574 3.9548 4.4591
-1.0530 3.9784 4.4811
-1.0486 4.0026 4.5036
-1.0442 4.0275 4.5267
-1.0398 4.0530 4.5504
-1.0354 4.0791 4.5747
-1.0310 4.1059 4.5995
-1.0265 4.1332 4.6250
-1.0221 4.1612 4.6510
-1.0177 4.1898 4.6775
-1.0133 4.2190 4.7047
-1.0089 4.2488 4.7324
-1.0045 4.2793 4.7607
-1.0001 4.3104 4.7895
-0.9957 4.3421 4.8189
-0.9913 4.3743 4.8489
-0.9869 4.4072 4.8794
-0.9825 4.4407 4.9104
-0.9781 4.4748 4.9420
-0.9737 4.5095 4.9742
-0.9693 4.5447 5.0068
-0.9649 4.5805 5.0400
-0.9605 4.6169 5.0737
-0.9561 4.6538 5.1079
-0.9517 4.6913 5.1426
-0.9473 4.7293 5.1778
-0.9429 4.7679 5.2134
-0.9385 4.8069 5.2496
-0.9340 4.8465 5.2862
-0.9296 4.8866 5.3232
-0.9252 4.9271 5.3607
-0.9208 4.9681 5.3986
-0.9164 5.0096 5.4369
-0.9120 5.0516 5.4756
-0.9076 5.0940 5.5147
-0.9032 5.1368 5.5542
-0.8988 5.1800 5.5941
-0.8944 5.2237 5.6343
-0.8900 5.2677 5.6749
-0.8856 5.3121 5.7158
-0.8812 5.3568 5.7570
-0.8768 5.4019 5.7985
-0.8724 5.4473 5.8403
-0.8680 5.4930 5.8824
-0.8636 5.5391 5.9247
-0.8592 5.5854 5.9673
-0.8548 5.6320 6.0102
-0.8504 5.6788 6.0532
-0.8460 5.7259 6.0964
-0.8415 5.7732 6.1399
-0.8371 5.8207 6.1835
-0.8327 5.8684 6.2273
-0.8283 5.9163 6.2712
-0.8239 5.9643 6.3152
-0.8195 6.0125 6.3594
-0.8151 6.0608 6.4037
-0.8107 6.1092 6.4481
-0.8063 6.1577 6.4925
-0.8019 6.2063 6.5370
-0.7975 6.2549 6.5816
-0.7931 6.3036 6.6262
-0.7887 6.3524 6.6708
-0.7843 6.4011 6.7154
-0.7799 6.4499 6.7600
-0.7755 6.4986 6.8046
-0.7711 6.5474 6.8492
-0.7667 6.5961 6.8937
-0.7623 6.6447 6.9381
-0.7579 6.6932 6.9825
-0.7535 6.7417 7.0268
-0.7490 6.7901 7.0710
-0.7446 6.8384 7.1151
-0.7402 6.8865 7.1591
-0.7358 6.9346 7.2030
-0.7314 6.9824 7.2467
-0.7270 7.0301 7.2903
-0.7226 7.0777 7.3337
-0.7182 7.1250 7.3769
-0.7138 7.1722 7.4199
-0.7094 7.2191 7.4628
-0.7050 7.2659 7.5055
-0.7006 7.3124 7.5479
-0.6962 7.3586 7.5901
-0.6918 7.4046 7.6321
-0.6874 7.4504 7.6739
-0.6830 7.4959 7.7154
-0.6786 7.5411 7.7566
-0.6742 7.5860 7.7976
-0.6698 7.6306 7.8383
-0.6654 7.6749 7.8788
-0.6610 7.7189 7.9189
-0.6565 7.7626 7.9588
-0.6521 7.8059 7.9984
-0.6477 7.8489 8.0377
-0.6433 7.8916 8.0766
-0.6389 7.9339 8.1153
-0.6345 7.9759 8.1536
-0.6301 8.0175 8.1917
-0.6257 8.0588 8.2294
-0.6213 8.0997 8.2667
-0.6169 8.1402 8.3037
-0.6125 8.1803 8.3404
-0.6081 8.2201 8.3768
-0.6037 8.2595 8.4128
-0.5993 8.2984 8.4484
-0.5949 8.3370 8.4837
-0.5905 8.3752 8.5186
-0.5861 8.4130 8.5532
-0.5817 8.4504 8.5874
-0.5773 8.4873 8.6213
-0.5729 8.5239 8.6548
-0.5685 8.5601 8.6879
-0.5640 8.5959 8.7207
-0.5596 8.6312 8.7531
-0.5552 8.6661 8.7851
-0.5508 8.7007 8.8168
-0.5464 8.7348 8.8481
-0.5420 8.7685 8.8790
-0.5376 8.8018 8.9096
-0.5332 8.8346 8.9398
-0.5288 8.8671 8.9696
-0.5244 8.8992 8.9991
-0.5200 8.9308 9.0282
-0.5156 8.9620 9.0569
-0.5112 8.9928 9.0852
-0.5068 9.0232 9.1132
-0.5024 9.0532 9.1408
-0.4980 9.0827 9.1680
-0.4936 9.1119 9.1949
-0.4892 9.1407 9.2214
-0.4848 9.1690 9.2476
-0.4804 9.1970 9.2734
-0.4760 9.2246 9.2988
-0.4715 9.2518 9.3240
-0.4671 9.2786 9.3487
-0.4627 9.3050 9.3731
-0.4583 9.3310 9.3972
-0.4539 9.3567 9.4210
-0.4495 9.3819 9.4444
-0.4451 9.4068 9.4674
-0.4407 9.4314 9.4901
-0.4363 9.4555 9.5125
-0.4319 9.4793 9.5346
-0.4275 9.5028 9.5564
-0.4231 9.5258 9.5778
-0.4187 9.5486 9.5989
-0.4143 9.5709 9.6197
-0.4099 9.5929 9.6401
-0.4055 9.6146 9.6603
-0.4011 9.6359 9.6801
-0.3967 9.6569 9.6996
-0.3923 9.6775 9.7188
-0.3879 9.6978 9.7378
-0.3835 9.7177 9.7564
-0.3790 9.7374 9.7747
-0.3746 9.7567 9.7927
-0.3702 9.7757 9.8105
-0.3658 9.7943 9.8279
-0.3614 9.8127 9.8451
-0.3570 9.8307 9.8620
-0.3526 9.8485 9.8786
-0.3482 9.8659 9.8949
-0.3438 9.8831 9.9110
-0.3394 9.8999 9.9268
-0.3350 9.9165 9.9423
-0.3306 9.9327 9.9576
-0.3262 9.9487 9.9726
-0.3218 9.9645 9.9874
-0.3174 9.9799 10.0019
-0.3130 9.9951 10.0162
-0.3086 10.0100 10.0302
-0.3042 10.0246 10.0440
-0.2998 10.0390 10.0576
-0.2954 10.0532 10.0709
-0.2910 10.0671 10.0840
-0.2865 10.0807 10.0969
-0.2821 10.0941 10.1096
-0.2777 10.1073 10.1220
-0.2733 10.1202 10.1343
-0.2689 10.1329 10.1463
-0.2645 10.1454 10.1581
-0.2601 10.1576 10.1697
-0.2557 10.1696 10.1810
-0.2513 10.1814 10.1922
-0.2469 10.1930 10.2032
-0.2425 10.2044 10.2140
-0.2381 10.2155 10.2246
-0.2337 10.2265 10.2350
-0.2293 10.2373 10.2453
-0.2249 10.2478 10.2553
-0.2205 10.2582 10.2652
-0.2161 10.2683 10.2749
-0.2117 10.2783 10.2844
-0.2073 10.2881 10.2937
-0.2029 10.2977 10.3029
-0.1985 10.3072 10.3119
-0.1940 10.3164 10.3207
-0.1896 10.3255 10.3294
-0.1852 10.3344 10.3379
-0.1808 10.3432 10.3463
-0.1764 10.3518 10.3545
-0.1720 10.3602 10.3626
-0.1676 10.3684 10.3705
-0.1632 10.3765 10.3782
-0.1588 10.3845 10.3859
-0.1544 10.3923 10.3934
-0.1500 10.3999 10.4007
-0.1456 10.4075 10.4079
-0.1412 10.4148 10.4150
-0.1368 10.4220 10.4219
-0.1324 10.4291 10.4287
-0.1280 10.4361 10.4354
-0.1236 10.4429 10.4420
-0.1192 10.4496 10.4484
-0.1148 10.4561 10.4547
-0.1104 10.4626 10.4609
-0.1060 10.4689 10.4670
-0.1015 10.4750 10.4730
-0.0971 10.4811 10.4788
-0.0927 10.4871 10.4846
-0.0883 10.4929 10.4902
-0.0839 10.4986 10.4958
-0.0795 10.5042 10.5012
-0.0751 10.5097 10.5065
-0.0707 10.5151 10.5117
-0.0663 10.5204 10.5168
-0.0619 10.5256 10.5219
-0.0575 10.5307 10.5268
-0.0531 10.5356 10.5316
-0.0487 10.5405 10.5364
-0.0443 10.5453 10.5410
-0.0399 10.5500 10.5456
-0.0355 10.5546 10.5501
-0.0311 10.5591 10.5544
-0.0267 10.5636 10.5588
-0.0223 10.5679 10.5630
-0.0179 10.5722 10.5671
-0.0135 10.5763 10.5712
-0.0090 10.5804 10.5752
-0.0046 10.5844 10.5791
-0.0002 10.5884 10.5829
0.0042 10.5922 10.5867
0.0086 10.5960 10.5903
0.0130 10.5997 10.5940
0.0174 10.6033 10.5975
0.0218 10.6069 10.6010
0.0262 10.6104 10.6044
0.0306 10.6138 10.6077
0.0350 10.6171 10.6110
0.0394 10.6204 10.6142
0.0438 10.6237 10.6174
0.0482 10.6268 10.6205
0.0526 10.6299 10.6235
0.0570 10.6329 10.6265
0.0614 10.6359 10.6294
0.0658 10.6388 10.6322
0.0702 10.6417 10.6350
0.0746 10.6445 10.6378
0.0790 10.6472 10.6405
0.0835 10.6499 10.6431
0.0879 10.6525 10.6457
0.0923 10.6551 10.6482
0.0967 10.6577 10.6507
0.1011 10.6601 10.6531
0.1055 10.6626 10.6555
0.1099 10.6650 10.6579
0.1143 10.6673 10.6602
0.1187 10.6696 10.6624
0.1231 10.6718 10.6646
0.1275 10.6740 10.6668
0.1319 10.6762 10.6689
0.1363 10.6783 10.6710
0.1407 10.6804 10.6731
0.1451 10.6824 10.6751
0.1495 10.6844 10.6770
0.1539 10.6863 10.6789
0.1583 10.6882 10.6808
0.1627 10.6901 10.6827
0.1671 10.6919 10.6845
0.1715 10.6937 10.6863
0.1760 10.6955 10.6880
0.1804 10.6972 10.6897
0.1848 10.6989 10.6914
0.1892 10.7006 10.6930
0.1936 10.7022 10.6946
0.1980 10.7038 10.6962
0.2024 10.7054 10.6977
0.2068 10.7069 10.6992
0.2112 10.7084 10.7007
0.2156 10.7099 10.7022
0.2200 10.7113 10.7036
0.2244 10.7127 10.7050
0.2288 10.7141 10.7064
0.2332 10.7154 10.7077
0.2376 10.7168 10.7090
0.2420 10.7181 10.7103
0.2464 10.7194 10.7116
0.2508 10.7206 10.7128
0.2552 10.7218 10.7140
0.2596 10.7230 10.7152
0.2640 10.7242 10.7164
0.2685 10.7253 10.7175
0.2729 10.7265 10.7187
0.2773 10.7276 10.7198
0.2817 10.7287 10.7208
0.2861 10.7298 10.7219
0.2905 10.7308 10.7229
0.2949 10.7318 10.7240
0.2993 10.7328 10.7249
0.3037 10.7337 10.7259
0.3081 10.7346 10.7268
0.3125 10.7355 10.7277
0.3169 10.7363 10.7285
0.3213 10.7371 10.7293
0.3257 10.7378 10.7301
0.3301 10.7385 10.7308
0.3345 10.7391 10.7315
0.3389 10.7398 10.7322
0.3433 10.7403 10.7328
0.3477 10.7409 10.7334
0.3521 10.7414 10.7340
0.3565 10.7418 10.7345
0.3610 10.7423 10.7350
0.3654 10.7427 10.7355
0.3698 10.7430 10.7360
0.3742 10.7434 10.7364
0.3786 10.7437 10.7368
0.3830 10.7440 10.7372
0.3874 10.7442 10.7376
0.3918 10.7445 10.7379
0.3962 10.7447 10.7382
0.4006 10.7448 10.7385
0.4050 10.7450 10.7388
0.4094 10.7451 10.7390
0.4138 10.7452 10.7393
0.4182 10.7453 10.7395
0.4226 10.7454 10.7397
0.4270 10.7454 10.7398
0.4314 10.7455 10.7400
0.4358 10.7455 10.7401
0.4402 10.7455 10.7403
0.4446 10.7454 10.7404
0.4490 10.7454 10.7405
0.4535 10.7454 10.7406
0.4579 10.7453 10.7407
0.4623 10.7452 10.7407
0.4667 10.7451 10.7408
0.4711 10.7450 10.7408
0.4755 10.7449 10.7408
0.4799 10.7448 10.7409
0.4843 10.7447 10.7409
0.4887 10.7446 10.7409
0.4931 10.7444 10.7409
0.4975 10.7443 10.7409
0.5019 10.7442 10.7409
0.5063 10.7440 10.7409
0.5107 10.7439 10.7408
0.5151 10.7437 10.7408
0.5195 10.7436 10.7408
0.5239 10.7435 10.7408
0.5283 10.7433 10.7408
0.5327 10.7432 10.7407
0.5371 10.7430 10.7407
0.5415 10.7429 10.7407
0.5460 10.7428 10.7407
0.5504 10.7427 10.7407
0.5548 10.7426 10.7407
0.5592 10.7425 10.7406
0.5636 10.7424 10.7406
0.5680 10.7423 10.7407
0.5724 10.7422 10.7407
0.5768 10.7422 10.7407
0.5812 10.7421 10.7407
0.5856 10.7421 10.7408
0.5900 10.7421 10.7408
0.5944 10.7421 10.7409
0.5988 10.7421 10.7409
0.6032 10.7421 10.7410
0.6076 10.7422 10.7411
0.6120 10.7422 10.7412
0.6164 10.7423 10.7413
0.6208 10.7424 10.7415
0.6252 10.7426 10.7416
0.6296 10.7427 10.7418
0.6340 10.7429 10.7419
0.6385 10.7430 10.7421
0.6429 10.7432 10.7423
0.6473 10.7434 10.7425
0.6517 10.7436 10.7427
0.6561 10.7438 10.7429
0.6605 10.7441 10.7431
0.6649 10.7443 10.7433
0.6693 10.7445 10.7435
0.6737 10.7448 10.7437
0.6781 10.7450 10.7440
0.6825 10.7453 10.7442
0.6869 10.7455 10.7444
0.6913 10.7458 10.7446
0.6957 10.7460 10.7449
0.7001 10.7463 10.7451
0.7045 10.7465 10.7453
0.7089 10.7468 10.7456
0.7133 10.7470 10.7458
0.7177 10.7473 10.7460
0.7221 10.7475 10.7462
0.7265 10.7477 10.7464
0.7310 10.7479 10.7466
0.7354 10.7481 10.7468
0.7398 10.7483 10.7470
0.7442 10.7485 10.7472
0.7486 10.7487 10.7473
0.7530 10.7489 10.7475
0.7574 10.7490 10.7477
0.7618 10.7491 10.7478
0.7662 10.7493 10.7479
0.7706 10.7494 10.7480
0.7750 10.7494 10.7481
0.7794 10.7495 10.7482
0.7838 10.7495 10.7483
0.7882 10.7495 10.7483
0.7926 10.7495 10.7484
0.7970 10.7495 10.7484
0.8014 10.7495 10.7484
0.8058 10.7494 10.7484
0.8102 10.7494 10.7484
0.8146 10.7493 10.7484
0.8190 10.7492 10.7484
0.8235 10.7491 10.7484
0.8279 10.7490 10.7484
0.8323 10.7489 10.7483
0.8367 10.7489 10.7483
0.8411 10.7488 10.7483
0.8455 10.7487 10.7483
0.8499 10.7486 10.7482
0.8543 10.7486 10.7482
0.8587 10.7485 10.7482
0.8631 10.7485 10.7482
0.8675 10.7485 10.7482
0.8719 10.7485 10.7483
0.8763 10.7485 10.7483
0.8807 10.7486 10.7483
0.8851 10.7487 10.7484
0.8895 10.7488 10.7485
0.8939 10.7489 10.7486
0.8983 10.7491 10.7487
0.9027 10.7493 10.7489
0.9071 10.7496 10.7490
0.9115 10.7499 10.7492
0.9160 10.7502 10.7495
0.9204 10.7506 10.7497
0.9248 10.7510 10.7500
0.9292 10.7515 10.7503
0.9336 10.7519 10.7506
0.9380 10.7524 10.7509
0.9424 10.7530 10.7512
0.9468 10.7535 10.7515
0.9512 10.7541 10.7518
0.9556 10.7546 10.7522
0.9600 10.7552 10.7525
0.9644 10.7558 10.7528
0.9688 10.7563 10.7531
0.9732 10.7569 10.7534
0.9776 10.7575 10.7537
0.9820 10.7580 10.7540
0.9864 10.7585 10.7542
0.9908 10.7590 10.7545
0.9952 10.7595 10.7547
0.9996 10.7600 10.7548
1.0040 10.7604 10.7550
1.0084 10.7608 10.7551
1.0129 10.7612 10.7552
1.0173 10.7616 10.7553
1.0217 10.7620 10.7554
1.0261 10.7624 10.7555
1.0305 10.7629 10.7557
1.0349 10.7634 10.7559
1.0393 10.7640 10.7561
1.0437 10.7646 10.7564
1.0481 10.7654 10.7568
1.0525 10.7662 10.7573
1.0569 10.7671 10.7579
1.0613 10.7682 10.7585
1.0657 10.7694 10.7593
1.0701 10.7707 10.7602
1.0745 10.7722 10.7613
1.0789 10.7739 10.7624
1.0833 10.7757 10.7638
1.0877 10.7777 10.7653
1.0921 10.7799 10.7670
1.0965 10.7824 10.7689
1.1009 10.7850 10.7710
1.1054 10.7879 10.7733
1.1098 10.7911 10.7758
1.1142 10.7945 10.7785
1.1186 10.7981 10.7815
1.1230 10.8021 10.7848
1.1274 10.8063 10.7883
1.1318 10.8109 10.7921
1.1362 10.8158 10.7961
1.1406 10.8210 10.8005
1.1450 10.8265 10.8052
1.1494 10.8324 10.8101
1.1538 10.8387 10.8155
1.1582 10.8454 10.8211
1.1626 10.8524 10.8271
1.1670 10.8598 10.8335
1.1714 10.8677 10.8402
1.1758 10.8760 10.8473
1.1802 10.8847 10.8548
1.1846 10.8938 10.8627
1.1890 10.9034 10.8710
1.1934 10.9135 10.8798
1.1979 10.9241 10.8890
1.2023 10.9351 10.8986
1.2067 10.9467 10.9087
1.2111 10.9588 10.9192
1.2155 10.9714 10.9302
1.2199 10.9846 10.9417
1.2243 10.9983 10.9537
1.2287 11.0126 10.9662
1.2331 11.0274 10.9793
1.2375 11.0429 10.9928
1.2419 11.0589 11.0069
1.2463 11.0756 11.0216
1.2507 11.0928 11.0368
1.2551 11.1107 11.0525
1.2595 11.1293 11.0689
1.2639 11.1484 11.0858
1.2683 11.1682 11.1032
1.2727 11.1885 11.1212
1.2771 11.2094 11.1397
1.2815 11.2309 11.1587
1.2859 11.2530 11.1782
1.2904 11.2756 11.1983
1.2948 11.2987 11.2188
1.2992 11.3224 11.2399
1.3036 11.3467 11.2614
1.3080 11.3714 11.2833
1.3124 11.3967 11.3058
1.3168 11.4224 11.3287
1.3212 11.4486 11.3521
1.3256 11.4754 11.3758
1.3300 11.5025 11.4001
1.3344 11.5302 11.4247
1.3388 11.5583 11.4498
1.3432 11.5868 11.4753
1.3476 11.6158 11.5012
1.3520 11.6452 11.5274
1.3564 11.6750 11.5541
1.3608 11.7052 11.5811
1.3652 11.7357 11.6085
1.3696 11.7667 11.6363
1.3740 11.7981 11.6644
1.3784 11.8298 11.6929
1.3829 11.8619 11.7217
1.3873 11.8943 11.7508
1.3917 11.9270 11.7803
1.3961 11.9601 11.8101
1.4005 11.9935 11.8401
1.4049 12.0272 11.8705
1.4093 12.0612 11.9012
1.4137 12.0955 11.9321
1.4181 12.1300 11.9633
1.4225 12.1649 11.9948
1.4269 12.2000 12.0266
1.4313 12.2353 12.0585
1.4357 12.2709 12.0908
1.4401 12.3067 12.1232
1.4445 12.3427 12.1559
1.4489 12.3790 12.1888
1.4533 12.4154 12.2220
1.4577 12.4521 12.2553
1.4621 12.4889 12.2888
1.4665 12.5259 12.3225
1.4709 12.5630 12.3564
1.4754 12.6003 12.3904
1.4798 12.6378 12.4246
1.4842 12.6754 12.4590
1.4886 12.7131 12.4935
1.4930 12.7509 12.5282
1.4974 12.7889 12.5629
1.5018 12.8269 12.5978
1.5062 12.8650 12.6328
1.5106 12.9032 12.6680
1.5150 12.9415 12.7032
1.5194 12.9798 12.7385
1.5238 13.0182 12.7739
1.5282 13.0566 12.8093
1.5326 13.0950 12.8449
1.5370 13.1335 12.8805
1.5414 13.1720 12.9161
1.5458 13.2105 12.9518
1.5502 13.2489 12.9875
1.5546 13.2874 13.0232
1.5590 13.3258 13.0590
1.5634 13.3642 13.0948
1.5679 13.4025 13.1305
1.5723 13.4408 13.1663
1.5767 13.4790 13.2020
1.5811 13.5172 13.2378
1.5855 13.5552 13.2735
1.5899 13.5932 13.3091
1.5943 13.6310 13.3447
1.5987 13.6688 13.3803
1.6031 13.7064 13.4158
1.6075 13.7439 13.4512
1.6119 13.7813 13.4866
1.6163 13.8186 13.5220
1.6207 13.8558 13.5573
1.6251 13.8929 13.5926
1.6295 13.9299 13.6278
1.6339 13.9669 13.6630
1.6383 14.0038 13.6983
1.6427 14.0406 13.7335
1.6471 14.0774 13.7687
1.6515 14.1141 13.8039
1.6559 14.1509 13.8392
1.6604 14.1876 13.8744
1.6648 14.2243 13.9097
1.6692 14.2610 13.9451
1.6736 14.2976 13.9805
1.6780 14.3343 14.0159
1.6824 14.3711 14.0514
1.6868 14.4078 14.0869
1.6912 14.4446 14.1225
1.6956 14.4814 14.1582
1.7000 14.5183 14.1940
1.7044 14.5553 14.2299
1.7088 14.5923 14.2659
1.7132 14.6294 14.3020
1.7176 14.6666 14.3382
1.7220 14.7039 14.3745
1.7264 14.7412 14.4109
1.7308 14.7787 14.4475
1.7352 14.8163 14.4842
1.7396 14.8541 14.5211
1.7440 14.8920 14.5581
1.7484 14.9300 14.5953
1.7529 14.9681 14.6326
1.7573 15.0065 14.6701
1.7617 15.0450 14.7078
1.7661 15.0837 14.7457
1.7705 15.1225 14.7838
1.7749 15.1616 14.8221
1.7793 15.2008 14.8606
1.7837 15.2403 14.8993
1.7881 15.2800 14.9383
1.7925 15.3199 14.9774
1.7969 15.3600 15.0168
1.8013 15.4004 15.0565
1.8057 15.4411 15.0964
1.8101 15.4820 15.1365
1.8145 15.5231 15.1769
1.8189 15.5646 15.2176
1.8233 15.6063 15.2586
1.8277 15.6483 15.2998
1.8321 15.6907 15.3414
1.8365 15.7333 15.3832
1.8409 15.7762 15.4253
1.8454 15.8195 15.4678
1.8498 15.8631 15.5106
1.8542 15.9071 15.5537
1.8586 15.9514 15.5971
1.8630 15.9960 15.6409
1.8674 16.0411 15.6850
1.8718 16.0865 15.7295
1.8762 16.1323 15.7743
1.8806 16.1784 15.8195
1.8850 16.2250 15.8651
1.8894 16.2720 15.9110
1.8938 16.3194 15.9574
1.8982 16.3672 16.0041
1.9026 16.4155 16.0512
1.9070 16.4642 16.0988
1.9114 16.5133 16.1467
1.9158 16.5629 16.1951
1.9202 16.6130 16.2439
1.9246 16.6636 16.2932
1.9290 16.7146 16.3429
1.9334 16.7661 16.3930
1.9379 16.8181 16.4436
1.9423 16.8707 16.4947
1.9467 16.9237 16.5462
1.9511 16.9773 16.5982
1.9555 17.0314 16.6507
1.9599 17.0860 16.7037
1.9643 17.1412 16.7571
1.9687 17.1970 16.8111
1.9731 17.2533 16.8656
1.9775 17.3101 16.9206
1.9819 17.3676 16.9762
1.9863 17.4257 17.0323
1.9907 17.4843 17.0889
1.9951 17.5436 17.1460
1.9995 17.6034 17.2037
2.0039 17.6640 17.2621
2.0083 17.7258 17.3214
2.0127 17.7893 17.3822
2.0171 17.8552 17.4451
2.0215 17.9241 17.5105
2.0259 17.9967 17.5789
2.0304 18.0735 17.6509
2.0348 18.1552 17.7269
2.0392 18.2424 17.8074
2.0436 18.3356 17.8930
2.0480 18.4356 17.9841
2.0524 18.5428 18.0813
2.0568 18.6580 18.1850
2.0612 18.7818 18.2958
2.0656 18.9147 18.4142
2.0700 19.0574 18.5406
2.0744 19.2105 18.6756
2.0788 19.3746 18.8197
2.0832 19.5503 18.9734
2.0876 19.7383 19.1372
2.0920 19.9391 19.3115
2.0964 20.1533 19.4970
2.1008 20.3817 19.6941
2.1052 20.6248 19.9032
2.1096 20.8831 20.1250
2.1140 21.1574 20.3599
2.1184 21.4483 20.6084
2.1229 21.7563 20.8711
2.1273 22.0820 21.1484
2.1317 22.4262 21.4408
2.1361 22.7893 21.7488
2.1405 23.1721 22.0730
2.1449 23.5751 22.4139
2.1493 23.9989 22.7718
2.1537 24.4439 23.1473
2.1581 24.9085 23.5389
2.1625 25.3901 23.9451
2.1669 25.8864 24.3640
2.1713 26.3950 24.7938
2.1757 26.9135 25.2327
2.1801 27.4393 25.6791
2.1845 27.9702 26.1310
2.1889 28.5036 26.5868
2.1933 29.0371 27.0447
2.1977 29.5684 27.5028
2.2021 30.0951 27.9596
2.2065 30.6158 28.4139
2.2109 31.1307 28.8658
2.2154 31.6396 29.3151
2.2198 32.1426 29.7618
2.2242 32.6398 30.2058
2.2286 33.1311 30.6472
2.2330 33.6165 31.0857
2.2374 34.0960 31.5214
2.2418 34.5698 31.9542
2.2462 35.0377 32.3841
2.2506 35.4998 32.8109
2.2550 35.9561 33.2347
2.2594 36.4067 33.6553
2.2638 36.8515 34.0727
2.2682 37.2905 34.4868
2.2726 37.7238 34.8976
2.2770 38.1514 35.3051
2.2814 38.5732 35.7090
2.2858 38.9894 36.1095
2.2902 39.3998 36.5065
2.2946 39.8046 36.8998
2.2990 40.2037 37.2894
2.3034 40.5972 37.6752
2.3079 40.9851 38.0573
